Date Created,Date Modified,Campaign Record ID#,Campaign Name,Initiative Record ID#,Initiative -Website,Initiative - Page Name,Initiative - Campaign Type,Initiative Record ID# - CF Required Completion Date,Campaign Link Neighborhood,Instruction Set (URL),Raw File (URL),Estimated ULD's (Queued),Actual ULD's (Post Filters),CF Start Date,CF Status,Assigned CF TL,CF Completion Date,Cleaned For Email Marketing (# of Contacts for EM),CF Attrition,Campaign Contact List (URL),Contact Finding: History/Notes/Issues,Email Marketing Status,Email Marketing Required Send Date,Email Marketing Projected Send Date,Email Marketing Actual Send Out Date,Promoted URL,Correspondence Template,Panic Template,12 Week Check,Overlapping Contacts,Email DNC,# Total Email Sent,Projected Links From Email Sent,Final Campaign Contact List/Panic Gdoc,Email Marketing: History/Notes/Issues,# of Assignments,Add Pusedo Assignment,# of Links Built,Actual Conversion %,Projected Conversion (To Date) %,Links,Age of Campaign (Day),Age of Campaign (Week),Contacts,Add Contact,Actual Contacts Harvested (Ref Only),Initial Email Sent Date (For Verification Only),QA Start Date,QA Completion Date
03-05-2016 02:43 AM,03-05-2016 02:43 AM,4608,RMI_CombinedBL2_BestCreditCards_BL_TSD,756,TheSimpleDollar.com,Best Credit Cards,RMI,06-15-2016,moneyning.com mymoney.gov responsiblelending.org Backlinks,https://docs.google.com/document/d/1S2VadckKauN5542VduTwvH7D84Xj9zfo09VYOhiP3jE/edit,https://docs.google.com/spreadsheets/d/18QEbGKdNhvtifq0fLQdE16SgGcGkLwy_HmCAB4U2UMY/edit#gid=1802409708,"11,294",1625,02-22-2016,11. CF Complete/Ready for Email Marketing,Julie Ann Marie Donio <58858854.cekc>,02-25-2016,786,51.63076923077%,https://docs.google.com/spreadsheets/d/1tqzOTeEyQQkSZOCz1LJiNZ4PhZ1JKxcqtFRU40Wqtek/edit#gid=1609142150,"[MAR-05-16 Lowell Dela Pena] Actual Contacts=873 ; Cleaned for Email Marketing=786 (Good Contacts=484 , Duplicate Database=302) ; DNC Domain=35 ; Bad Email=4 ; Duplicate=26 ; Email DNC=22 ; Attrition=9.97% Uploaded includes Duplicate Database",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4608&z=iqm,0,,0%,4608,,,4608,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4608&z=iqm,971,04-04-2016,02-25-2016,02-25-2016
03-05-2016 04:17 AM,03-05-2016 04:17 AM,4609,RMI_InternationalBankingOrg_CC_BL_TSD,756,TheSimpleDollar.com,Best Credit Cards,RMI,06-15-2016,bis.org Backlinks,https://docs.google.com/document/d/1S2VadckKauN5542VduTwvH7D84Xj9zfo09VYOhiP3jE/edit,https://docs.google.com/spreadsheets/d/18-VBzonDIdCkVjuZuOfYIQlq_jYzqtRM-esbUHf171I/edit#gid=1661464744,"19,441",44,02-25-2016,11. CF Complete/Ready for Email Marketing,Julie Ann Marie Donio <58858854.cekc>,02-26-2016,16,63.636363636364%,https://docs.google.com/spreadsheets/d/1nsXS6qcqTj5dAuUazg7Wr9flmqlHTinjFlxWyxDp2JQ/edit#gid=1609142150,"[MAR-05-16 Lowell Dela Pena] Actual Contacts=17 ; Cleaned for Email Marketing=16 (Good Contacts=7 , Duplicate Database= 9) ; DNC Domain=1 ; Bad Email=0 ; Duplicate=0 ; Email DNC=0 ; Attrition=5.88% Uploaded includes Duplicate Database",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4609&z=iqm,0,,0%,4609,,,4609,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4609&z=iqm,16,,02-26-2016,02-26-2016
03-05-2016 04:20 AM,03-05-2016 04:20 AM,4610,RMI_DebtCreditCounseling_CC_RH_TSD,756,TheSimpleDollar.com,Best Credit Cards,RMI,06-15-2016,Files from previous credit cards campaigns,https://docs.google.com/document/d/1S2VadckKauN5542VduTwvH7D84Xj9zfo09VYOhiP3jE/edit,https://docs.google.com/spreadsheets/d/1owtOPBYCbuLCOJP4JNsYVE43NviF8W9Nwy_TJCyNBLQ/edit#gid=0,1006,611,02-25-2016,11. CF Complete/Ready for Email Marketing,Julie Ann Marie Donio <58858854.cekc>,02-26-2016,257,57.937806873977%,https://docs.google.com/spreadsheets/d/1owtOPBYCbuLCOJP4JNsYVE43NviF8W9Nwy_TJCyNBLQ/edit#gid=1609142150,"[MAR-05-16 Lowell Dela Pena] Actual Contacts=293 ; Cleaned for Email Marketing=257 (Good Contacts=186 , Duplicate Database=71) ; DNC Domain=21 ; Bad Email=1 ; Duplicate=2 ; Email DNC=12 ; Attrition=% Uploaded includes Duplicate Database",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4610&z=iqm,0,,0%,4610,,,4610,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4610&z=iqm,257,,02-26-2016,02-26-2016
03-05-2016 10:47 AM,03-05-2016 10:47 AM,4611,RMI_CityPublicLibararyTaxHelp_TaxSoftware_RS_Reviews.com,735,Reviews.com,Online Tax Software,RMI,01-08-2016,City Public Library Tax Help,https://docs.google.com/document/d/1S2VadckKauN5542VduTwvH7D84Xj9zfo09VYOhiP3jE/edit,https://docs.google.com/spreadsheets/d/1h0b6G95clNUZpap9V67-h5e47gWqYC64GWSvSrNTpbo/edit#gid=576078014,6887,1358,03-01-2016,11. CF Complete/Ready for Email Marketing,Julie Ann Marie Donio <58858854.cekc>,03-04-2016,523,61.487481590574%,https://docs.google.com/spreadsheets/d/1AHYT-SUmBvHcdcuWw8FmoEmLgqubZ-DV_7QpIAaxf4M/edit#gid=1609142150,"[MAR-05-16 Lowell Dela Pena] Actual Contacts=552 ; Cleaned for Email Marketing=523 ( Good Contacts=370 , Duplicate Database=153 ) ; DNC Domain=11 ; Bad Email=1 ; Duplicate=3 ; Email DNC=14 ; Foreign=0 ; Attrition=5.25%; Uploaded contacts include Duplicate Database",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4611&z=iqm,0,,0%,4611,,,4611,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4611&z=iqm,523,,03-04-2016,03-04-2016
03-05-2016 10:49 AM,03-05-2016 10:50 AM,4612,RMI_CityTaxHelpCreditUnion_TaxSoftware_RS_Reviews.com,735,Reviews.com,Online Tax Software,RMI,01-08-2016,City Tax Help Credit Union,https://docs.google.com/document/d/1S2VadckKauN5542VduTwvH7D84Xj9zfo09VYOhiP3jE/edit,https://docs.google.com/spreadsheets/d/1Jp6NB4Kb9NYbBK85sDrpfC1Q8NTKLiE9E4bhY9butV4/edit#gid=342842086,4919,1070,03-01-2016,11. CF Complete/Ready for Email Marketing,Julie Ann Marie Donio <58858854.cekc>,03-05-2016,667,37.66355140187%,https://docs.google.com/spreadsheets/d/1fDu2p1WSfaxZM5gTIRsbZfz7La96hVtnvk87rrjmRZU/edit#gid=1609142150,"[MAR-05-16 Lowell Dela Pena] Actual Contacts=697 ; Cleaned for Email Marketing=667 ( Good Contacts=521 , Duplicate Database=146 ) ; DNC Domain=6 ; Bad Email=2 ; Duplicate=1 ; Email DNC=21 ; Foreign= ; Attrition=4.30%; Uploaded contacts include Duplicate Database",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4612&z=iqm,0,,0%,4612,,,4612,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4612&z=iqm,667,,03-05-2016,03-05-2016
03-03-2016 12:52 PM,03-07-2016 09:01 AM,4599,Reviews_OnlineTaxSoftware_FINAL,735,Reviews.com,Online Tax Software,RMI,01-08-2016,review online tax software final list,,,,,03-03-2016,11. CF Complete/Ready for Email Marketing,,03-03-2016,1448,,,,7. Email Marketing In Progress,,03-03-2016,03-03-2016,http://www.reviews.com/online-tax-software/,https://docs.google.com/document/d/1EL1J9NwtTuL2dFQJB3DlLroC01iyKTTIXpYZOThREJw/edit,https://docs.google.com/spreadsheets/d/1SsE-UPnFZhDqJPZ5Y6jmgT5F0NxhrUSCiBzH5MmeUso/edit#gid=1716671053,659,,,789,5.9175,https://drive.google.com/open?id=1iGeHn1UKTHkfb_3BafgJuV7MolI1eX7yt_fsOWKW1a8,,1,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4599&z=iqm,6,0.76045627376426%,0.72735%,4599,314 days,44,4599,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4599&z=iqm,1448,03-03-2016,03-03-2016,03-03-2016
03-02-2016 10:48 AM,03-07-2016 09:01 AM,4598,Combined_BabySafety_MV,736,Reviews.com,Multivitamins,RMI,01-15-2016,general kids resources pages,,,,,03-02-2016,11. CF Complete/Ready for Email Marketing,,03-02-2016,5607,,,,7. Email Marketing In Progress,,03-03-2016,03-03-2016,http://www.reviews.com/best-multivitamin/,https://docs.google.com/document/d/1od_Veo7rtUsFmsw0HUzsHU5tx9uXS0IEV9ZkdpDsT6I/edit,https://docs.google.com/spreadsheets/d/1NKVXtjkLMOsYDKx_d_G2Hg9TI2PPlc_YSW7cYhopGdI/edit#gid=1716671053,2508,,,3099,23.2425,https://drive.google.com/open?id=1ej2TYy2WXSJPuPWDZVWM5-DFjNZt-I4FdRPUIxYCwDU,,2,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4598&z=iqm,3,0.096805421103582%,0.72735%,4598,314 days,44,4598,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4598&z=iqm,5607,03-03-2016,03-02-2016,03-02-2016
03-05-2016 11:58 PM,03-09-2016 10:02 AM,4613,RMI_CombinedBL1_MedicalAlertSystems_BL_Reviews.com,758,Reviews.com,Medical Alert Systems,RMI,03-04-2016,https://docs.google.com/spreadsheets/d/1IRgtn11qm-uX3KrXDTSL3ID1ACrrIzPG_-6fxdZJsGQ/edit#gid=1210768596,https://docs.google.com/document/d/1S2VadckKauN5542VduTwvH7D84Xj9zfo09VYOhiP3jE/edit,https://docs.google.com/spreadsheets/d/1rmB4o4G3hDF7E0-3hwvZwpe03v7OCKl-D5B3mt9hpHM/edit#gid=1314615063,337,78,01-11-2016,14. CF Complete - List/Campaign Re-allocated to Other campaign.,Julie Ann Marie Donio <58858854.cekc>,01-19-2016,13,83.333333333333%,https://docs.google.com/spreadsheets/d/1Bn_iesHS6CG4ibn5zugvegxniZEhvwOa5CDM-oIohy0/edit#gid=1609142150,"[MAR-05-16 Lowell Dela Pena] Actual Contacts= 34; Cleaned for Email Marketing=13 (Good Contacts=11, Duplicate Database=2); DNC Domain=20; Bad Email= 0; Duplicate= 1; Email DNC= 0; Foreign=0 ; Attrition=61.76% Uploaded contacts include Duplicate Database",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4613&z=iqm,0,,0%,4613,,,4613,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4613&z=iqm,0,,01-19-2016,01-19-2016
03-06-2016 12:18 AM,03-09-2016 10:02 AM,4614,RMI_CombinedBL2_MedicalAlertSystems_BL_Reviews.com,758,Reviews.com,Medical Alert Systems,RMI,03-04-2016,medicalguardian.com lifestation.com rescuealert.com lifefone.com responselink.com connectamerica.com lifealert.com americanmedical-id.com Backlinks,https://docs.google.com/document/d/1S2VadckKauN5542VduTwvH7D84Xj9zfo09VYOhiP3jE/edit,https://docs.google.com/spreadsheets/d/1PP5AfehM9TIgWd9cZo2ExCMZz3rHX7rijCTUtiDMsIk/edit#gid=44265430,3352,330,02-09-2016,14. CF Complete - List/Campaign Re-allocated to Other campaign.,Julie Ann Marie Donio <58858854.cekc>,02-11-2016,144,56.363636363636%,https://docs.google.com/spreadsheets/d/16AsIJSklcJSBfseBrm7ay_B-iYRXX4IzH_3lGLk2Qq8/edit#gid=1609142150,"[MAR-06-16 Lowell Dela Pena] Actual Contacts= 155; Cleaned for Email Marketing=144 (Good Contacts=116, Duplicate Database=28); DNC Domain=8; Bad Email= 0; Duplicate= 1; Email DNC= 2; Foreign=0 ; Attrition=7.1% Uploaded contacts include Duplicate Database
",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4614&z=iqm,0,,0%,4614,,,4614,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4614&z=iqm,0,,02-11-2016,02-11-2016
03-06-2016 12:22 AM,03-09-2016 10:02 AM,4615,RMI_MedicalAlertSystems_MedicalAlertSystems_RS_Reviews.com,758,Reviews.com,Medical Alert Systems,RMI,03-04-2016,Medical Alert Systems Resources,https://docs.google.com/document/d/1S2VadckKauN5542VduTwvH7D84Xj9zfo09VYOhiP3jE/edit,https://docs.google.com/spreadsheets/d/1yeLWBhwQlsnXNqs8w0OYAdKR52t_XtNL4xdU0x0mvtM/edit#gid=1219762080,1925,655,02-10-2016,14. CF Complete - List/Campaign Re-allocated to Other campaign.,Julie Ann Marie Donio <58858854.cekc>,02-19-2016,267,59.236641221374%,https://docs.google.com/spreadsheets/d/1TlH-eFl4oTTo_FM5wFD7wpU7jczfJ4RnSsQkvwsSIJM/edit#gid=1609142150,"[MAR-06-16 Lowell Dela Pena] Actual Contacts= 289; Cleaned for Email Marketing=267 (Good Contacts=180, Duplicate Database=87); DNC Domain=13; Bad Email= 1; Duplicate= 3; Email DNC= 5; Foreign=0 ; Attrition=7.61% Uploaded contacts include Duplicate Database",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4615&z=iqm,0,,0%,4615,,,4615,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4615&z=iqm,0,,02-19-2016,02-19-2016
03-06-2016 12:26 AM,03-09-2016 10:02 AM,4616,RMI_SeniorHealth_MedicalAlertSystems_BL_Reviews.com,758,Reviews.com,Medical Alert Systems,RMI,03-04-2016,nihseniorhealth.gov Backlinks,https://docs.google.com/document/d/1S2VadckKauN5542VduTwvH7D84Xj9zfo09VYOhiP3jE/edit,https://docs.google.com/spreadsheets/d/1lQfPwbHY3oBPbwwc7TbsWwAyR4t4Yz3tHW52U2VoPoI/edit#gid=1313200919,7768,640,03-01-2016,14. CF Complete - List/Campaign Re-allocated to Other campaign.,Julie Ann Marie Donio <58858854.cekc>,03-03-2016,420,34.375%,https://docs.google.com/spreadsheets/d/1jgSjViNZubJmJoWwgU0Pgb3u2uMbdmNYt42QGWVLW-Y/edit#gid=1609142150,"[MAR-06-16 Lowell Dela Pena] Actual Contacts= 456; Cleaned for Email Marketing=420 (Good Contacts=287, Duplicate Database=133); DNC Domain=11; Bad Email= 3; Duplicate= 5; Email DNC= 17; Foreign=0 ; Attrition=7.89% Uploaded contacts include Duplicate Database",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4616&z=iqm,0,,0%,4616,,,4616,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4616&z=iqm,0,,03-03-2016,03-03-2016
03-09-2016 09:55 AM,03-11-2016 06:26 AM,4617,Review_MedicalAlertSystem2016,758,Reviews.com,Medical Alert Systems,RMI,03-04-2016,Senior resource pages,,,,,03-09-2016,11. CF Complete/Ready for Email Marketing,,03-09-2016,7000,,,,7. Email Marketing In Progress,,03-09-2016,03-09-2016,http://www.reviews.com/medical-alert-systems/,https://docs.google.com/document/d/1xjzw4y7tVwBJnsa-kiTCfRaMk-XMliDlDy3iY63vXbY/edit,https://docs.google.com/spreadsheets/d/1mpXSgBpcMKQz-bxiLunsN8H9GrBAkH1PYwyLxOmu6W8/edit#gid=1716671053,1178,,,5822,43.665,https://drive.google.com/open?id=1C-CzUEhm5LhT8XlEwPzJTxbApX_TdLy2AOEnrvlNrII,,5,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4617&z=iqm,36,0.58399175541051%,0.72735%,4617,308 days,44,4617,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4617&z=iqm,6857,03-09-2016,03-09-2016,03-09-2016
03-16-2016 11:43 AM,03-20-2016 12:11 AM,4624,HomeOwnerInsurance_Disaster,760,Reviews.com,Home Owner Insurance,RMI,03-04-2016,home/disaster resource pages,,,,,03-16-2016,11. CF Complete/Ready for Email Marketing,,03-16-2016,3381,,,,7. Email Marketing In Progress,,03-17-2016,03-17-2016,http://www.reviews.com/homeowners-insurance/,https://docs.google.com/document/d/1zbXA58bgbX65lC8CqBlq8dzAlwJy2ac9yE5hIdfgdvs/edit,https://docs.google.com/spreadsheets/d/12gbeqcm3igYRVVkq5p6mGbM9K3iZkGEpWJjLnsKRkYA/edit#gid=1716671053,814,,,2568,19.26,https://drive.google.com/open?id=1eWfVXXTsEHFbWwFb11RuUdGUfFVJ0EPhxLq52JZFCjE,,2,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4624&z=iqm,9,0.35046728971963%,0.724425%,4624,300 days,42,4624,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4624&z=iqm,3381,03-17-2016,03-16-2016,03-16-2016
03-21-2016 07:47 AM,03-21-2016 07:47 AM,4626,RMI_CombinedBL3_WirelessRouter_BL_Reviews.com,739,Reviews.com,Wireless Routers,RMI,01-22-2016,pcia.com ageinplacetech.com wiredseniors.com enterprisewireless.org comsoc.org Backlinks,https://docs.google.com/document/d/1S2VadckKauN5542VduTwvH7D84Xj9zfo09VYOhiP3jE/edit,https://docs.google.com/spreadsheets/d/1LK4Url2bxjONfoTuwti9MIwNgZFyaJBOxKZBHmwR5Eg/edit#gid=562587947,6160,775,02-09-2016,11. CF Complete/Ready for Email Marketing,"""Donio, Julie Ann Marie"" <4>",02-09-2016,347,55.225806451613%,https://docs.google.com/spreadsheets/d/1k4h9pIaDWTU9N4nE28j8iTtsjbFiGbRFTr7L5KJcZj4/edit#gid=1609142150,"[MAR-21-16 anjo villanueva] Actual Contacts=387; Cleaned for Email Marketing=347(Good Contacts=288 , Duplicate Database=59); DNC Domain=2; Bad Email=0; Duplicate=6; Email DNC=32; Attrition=10.34%% Uploaded includes Duplicate Database",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4626&z=iqm,0,,0%,4626,,,4626,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4626&z=iqm,347,,02-19-2016,02-19-2016
03-21-2016 07:47 AM,03-21-2016 07:47 AM,4627,RMI_TechnologySeniors_WirelessRouter_RS_Reviews.com,739,Reviews.com,Wireless Routers,RMI,01-22-2016,Technology for Seniors,https://docs.google.com/document/d/1S2VadckKauN5542VduTwvH7D84Xj9zfo09VYOhiP3jE/edit,https://docs.google.com/spreadsheets/d/18Fny2wWSb4-8nZAfTlGzd9htx-FN0hUx7bSV_QnByo4/edit#gid=485837910,2032,149,02-10-2016,11. CF Complete/Ready for Email Marketing,"""Donio, Julie Ann Marie"" <4>",02-10-2016,82,44.96644295302%,https://docs.google.com/spreadsheets/d/1GlaRwUfJQ243umnFz4Q2qH3wZLQNFx9iFeq38LVaGMc/edit#gid=1609142150,"[MAR-21-16 anjo villanueva] Actual Contacts=93; Cleaned for Email Marketing=82(Good Contacts=59, Duplicate Database=23); DNC Domain=8; Bad Email=0; Duplicate=0; Email DNC=3; Attrition=11.83%% Uploaded includes Duplicate Database",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4627&z=iqm,0,,0%,4627,,,4627,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4627&z=iqm,82,,02-19-2016,02-19-2016
03-21-2016 06:40 PM,03-21-2016 06:40 PM,4628,RMI_AgingSociety_MedicalAlertSystems_BL_Reviews.com,758,Reviews.com,Medical Alert Systems,RMI,03-04-2016,healthinaging.org asaging.org Backlinks,https://docs.google.com/document/d/1S2VadckKauN5542VduTwvH7D84Xj9zfo09VYOhiP3jE/edit,https://docs.google.com/spreadsheets/d/1PyeMi51Q-9PvPGfMtEeZ2lxQyI7DD1Pr4uka6xDX3Vo/edit#gid=721495086,6718,1642,03-07-2016,11. CF Complete/Ready for Email Marketing,"""Donio, Julie Ann Marie"" <4>",03-07-2016,964,41.291108404385%,https://docs.google.com/spreadsheets/d/1AIZHEXfyvwZxv5KwYDkcg3KuAzNL3saFuCVfQIl3qkw/edit#gid=1609142150,"[MAR-21-16 anjo villanueva] Actual Contacts= 1015; Cleaned for Email Marketing=964(Good Contacts=764, Duplicate Database=200); DNC Domain=0; Bad Email= 6; Duplicate= 10; Email DNC= 35; Foreign=0 ; Attrition=5.02%; Uploaded contacts include Duplicate Database",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4628&z=iqm,0,,0%,4628,,,4628,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4628&z=iqm,961,,03-19-2016,03-19-2016
03-21-2016 06:40 PM,03-21-2016 06:40 PM,4629,RMI_AgingResources_MedicalAlertSystems_BL_Reviews.com,758,Reviews.com,Medical Alert Systems,RMI,03-04-2016,aoa.gov Backlinks,https://docs.google.com/document/d/1S2VadckKauN5542VduTwvH7D84Xj9zfo09VYOhiP3jE/edit,https://drive.google.com/open?id=1_GGEtxngPQqiXRZWy2wczN111wtdHmKAkTar51L5hi4,"14,630",2553,03-07-2016,11. CF Complete/Ready for Email Marketing,"""Donio, Julie Ann Marie"" <4>",03-07-2016,1492,41.558950254602%,https://docs.google.com/spreadsheets/d/1rxgoZqPHt-BxiF3uRhx5n6wyYEMLZU-JHWLI0Ik5cTg/edit#gid=1609142150,"[MAR-21-16 anjo villanueva] Actual Contacts= 1599; Cleaned for Email Marketing=1492(Good Contacts=1181, Duplicate Database=311); DNC Domain=3; Bad Email= 6; Duplicate= 42; Email DNC= 54; Foreign=2; Attrition=6.69%; Uploaded contacts include Duplicate Database",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4629&z=iqm,0,,0%,4629,,,4629,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4629&z=iqm,1492,,03-19-2016,03-19-2016
03-21-2016 07:12 PM,03-21-2016 07:12 PM,4630,RMI_RunningClubs_Treadmills_RS_Reviews.com,759,Reviews.com,Treadmills,RMI,03-04-2016,Running Club Resources,https://docs.google.com/document/d/1S2VadckKauN5542VduTwvH7D84Xj9zfo09VYOhiP3jE/edit,https://drive.google.com/open?id=1sPUCQpOdfmp9-uwknrvHxiL-2V7EdKZefZcRkdkD-7s,8510,2541,03-15-2016,11. CF Complete/Ready for Email Marketing,"""Donio, Julie Ann Marie"" <4>",03-14-2016,1306,48.602912239276%,https://docs.google.com/spreadsheets/d/1_x6V1wd_42-iGQ-GSwTkIcVrqA_o5sOEYA4ovQ3Zssc/edit#gid=1609142150,"[MAR-21-16 anjo villanueva] Actual Contacts= 1449; Cleaned for Email Marketing=1306 (Good Contacts=1286, Duplicate Database=20); DNC Domain=42; Bad Email= 2; Duplicate= 96; Email DNC= 3; Foreign=0 ; Attrition=9.87% Uploaded contacts include Duplicate Database",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4630&z=iqm,0,,0%,4630,,,4630,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4630&z=iqm,0,,03-16-2016,03-16-2016
03-21-2016 07:12 PM,03-21-2016 07:12 PM,4631,RMI_Fitness_Treadmills_RS_Reviews.com,759,Reviews.com,Treadmills,RMI,03-04-2016,Fitness Resources,https://docs.google.com/document/d/1S2VadckKauN5542VduTwvH7D84Xj9zfo09VYOhiP3jE/edit,https://drive.google.com/open?id=1omiBb6R36gq-A-m4inuRXdfnWMJjy8Qq6VZ9l-gO7lo,"11,215",1934,03-15-2016,11. CF Complete/Ready for Email Marketing,"""Mayor, Marilyn"" <3>",03-16-2016,1122,41.985522233713%,https://docs.google.com/spreadsheets/d/1Ua7hWFJ0pp5gtL5_t2A4glgBmXfsH0Oi_zXuGHADmqs/edit#gid=1609142150,"[MAR-21-16 anjo villanueva] Actual Contacts= 1152; Cleaned for Email Marketing=1122 (Good Contacts=1062, Duplicate Database=60); DNC Domain=17; Bad Email= 1; Duplicate= 8; Email DNC= 4; Foreign=0 ; Attrition=2.6% Uploaded contacts include Duplicate Database",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4631&z=iqm,0,,0%,4631,,,4631,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4631&z=iqm,0,,03-19-2016,03-20-2016
03-21-2016 07:12 PM,03-21-2016 07:12 PM,4632,RMI_Exercise_Treadmills_RS_Reviews.com,759,Reviews.com,Treadmills,RMI,03-04-2016,Exercise Resources,https://docs.google.com/document/d/1S2VadckKauN5542VduTwvH7D84Xj9zfo09VYOhiP3jE/edit,https://drive.google.com/open?id=1QEcBkC1YRM1jgjqRGEelSAjaXcKGAvk8BIHbco5nVrE,"13,159",693,03-15-2016,11. CF Complete/Ready for Email Marketing,"""Donio, Julie Ann Marie"" <4>",03-15-2016,292,57.864357864358%,https://docs.google.com/spreadsheets/d/1D4cuarE-RJEa2PEemCTWf2qInNkrUhM1ws-6OY_IYo0/edit#gid=1609142150,"[MAR-21-16 anjo villanueva] Actual Contacts= 307; Cleaned for Email Marketing=292 (Good Contacts=277, Duplicate Database=15); DNC Domain=11; Bad Email= 0; Duplicate= 4; Email DNC= 0; Foreign=0 ; Attrition=4.89% Uploaded contacts include Duplicate Database",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4632&z=iqm,0,,0%,4632,,,4632,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4632&z=iqm,0,,03-18-2016,03-18-2016
